Category,Rating,Rating Count,Installs,Free,Price,Minimum Android,Content Rating,Ad Supported,In App Purchases,Editors Choice,Name Length,Size in MB,App Age,Last Update Age
Books & Reference,4.7,53.0,6275.0,True,0.0,4,Everyone,True,False,False,25.0,4.9,1699.0,252.0
Lifestyle,4.1,9.0,1438.0,True,0.0,5,Everyone,False,False,False,12.0,17.0,2421.0,155.0
Casino,3.8,705.0,116922.0,True,0.0,4,Teen,True,True,False,50.0,92.0,849.0,41.0
Entertainment,4.0,69.0,5667.0,True,0.0,5,Everyone,True,False,False,34.0,83.0,412.0,185.0
Personalization,4.0,8.0,699.0,True,0.0,4,Everyone,True,False,False,27.0,4.1,305.0,305.0
Puzzle,4.2,882.0,109357.0,True,0.0,4,Everyone,True,False,False,34.0,3.1,1591.0,1485.0
Tools,4.3,18.0,5576.0,True,0.0,6,Everyone,True,False,False,46.0,7.3,539.0,412.0
Lifestyle,4.2,10.0,2379.0,True,0.0,4,Everyone,True,False,False,23.0,2.4,881.0,880.0
Racing,3.8,136.0,56451.0,True,0.0,4,Everyone,True,False,False,30.0,38.0,695.0,131.0
Tools,4.0,34.0,3628.0,True,0.0,5,Everyone,False,False,False,18.0,68.0,1734.0,1710.0
Photography,5.0,14.0,42.0,True,0.0,4,Everyone,True,False,False,16.0,18.0,1609.0,1608.0
News & Magazines,4.1,56.0,23051.0,True,0.0,4,Everyone,True,False,False,18.0,2.8,593.0,593.0
Business,4.4,20.0,2688.0,True,0.0,4,Everyone,False,False,False,7.0,27.0,1435.0,1411.0
Personalization,4.8,42.0,124918.0,True,0.0,4,Mature 17+,True,False,False,30.0,4.1,2013.0,893.0
Board,4.1,261.0,41553.0,True,0.0,4,Everyone,True,False,False,21.0,13.0,2381.0,515.0
Tools,4.2,52.0,2976.0,True,0.0,4,Everyone,False,False,False,11.0,2.4,2413.0,830.0
Personalization,4.6,15.0,948.0,True,0.0,5,Everyone,False,False,False,20.0,32.0,2153.0,1787.0
Adventure,3.2,12.0,1662.0,True,0.0,3,Everyone,True,False,False,14.0,15.0,1449.0,1446.0
Personalization,2.5,167.0,38495.0,True,0.0,4,Everyone,True,False,False,34.0,8.9,121.0,121.0
Travel & Local,3.3,6.0,3441.0,True,0.0,4,Everyone,False,False,False,10.0,2.0,2298.0,391.0
Puzzle,4.9,25.0,91.0,True,0.0,4,Everyone,True,True,False,12.0,26.0,954.0,943.0
Entertainment,5.0,11.0,226.0,True,0.0,5,Everyone,False,False,False,12.0,4.8,637.0,462.0
Entertainment,4.2,30.0,15107.0,True,0.0,4,Everyone,True,False,False,13.0,5.8,1606.0,647.0
Tools,4.4,172.0,35748.0,True,0.0,4,Everyone,True,False,False,48.0,3.0,2009.0,1191.0
Education,4.2,1211.0,564405.0,True,0.0,4,Everyone,False,False,False,12.0,18.0,1559.0,6.0
Health & Fitness,3.5,761.0,247352.0,True,0.0,5,Everyone,False,False,False,10.0,34.0,180.0,107.0
Finance,3.8,3656.0,183616.0,True,0.0,8,Everyone,False,False,False,18.0,3.8,3615.0,180.0
Books & Reference,4.1,313.0,47346.0,True,0.0,4,Everyone,True,False,False,21.0,3.6,2226.0,592.0
Puzzle,4.8,13.0,79.0,True,0.0,4,Everyone,False,False,False,11.0,18.0,1106.0,279.0
Education,4.5,19.0,10415.0,True,0.0,4,Everyone,True,False,False,16.0,10.0,1235.0,283.0
Tools,4.2,63.0,14805.0,True,0.0,4,Everyone,False,False,False,25.0,1.1,2847.0,2414.0
Music & Audio,5.0,5.0,827.0,True,0.0,4,Everyone,True,False,False,34.0,17.0,610.0,610.0
Strategy,4.0,13.0,2462.0,True,0.0,4,Everyone,True,True,False,22.0,52.0,363.0,325.0
Action,3.9,16.0,2741.0,True,0.0,5,Everyone,True,True,False,30.0,112.0,667.0,53.0
Arcade,3.6,45.0,49612.0,True,0.0,4,Everyone,True,False,False,39.0,26.0,1043.0,684.0
News & Magazines,4.1,17.0,1332.0,True,0.0,4,Everyone,True,False,False,47.0,3.9,751.0,750.0
Auto & Vehicles,2.9,109.0,1211537.0,True,0.0,4,Everyone,True,True,False,50.0,38.0,1095.0,71.0
Entertainment,3.8,69.0,6364.0,True,0.0,4,Everyone,True,False,False,41.0,7.4,209.0,209.0
Finance,4.2,1407.0,190132.0,True,0.0,6,Everyone,False,False,False,43.0,107.0,620.0,34.0
Education,4.6,10.0,1137.0,True,0.0,2,Everyone,False,False,False,20.0,20.0,2069.0,2048.0
Tools,2.8,98.0,26471.0,True,0.0,3,Everyone,True,False,False,25.0,16.0,2568.0,1360.0
Food & Drink,3.9,26.0,3058.0,True,0.0,4,Everyone,False,False,False,18.0,20.0,492.0,491.0
Entertainment,4.8,35.0,8599.0,True,0.0,4,Everyone,True,False,False,18.0,46.0,1490.0,980.0
Lifestyle,3.4,41.0,9033.0,True,0.0,4,Everyone,False,False,False,29.0,5.7,331.0,189.0
Medical,4.2,3288.0,438003.0,True,0.0,5,Everyone,False,False,False,16.0,52.0,3389.0,3.0
Health & Fitness,3.1,15.0,7516.0,True,0.0,3,Everyone,True,False,False,21.0,9.5,1198.0,1198.0
Business,5.0,6.0,719.0,True,0.0,4,Everyone,False,False,False,14.0,20.0,1665.0,141.0
Books & Reference,4.6,429.0,59654.0,True,0.0,4,Everyone,False,False,False,14.0,23.0,2448.0,1390.0
Arcade,4.4,9.0,85.0,True,0.0,2,Everyone,False,False,False,17.0,11.0,2102.0,1309.0
Productivity,3.9,3030.0,335493.0,True,0.0,4,Everyone,True,False,False,9.0,3.2,3257.0,104.0
Travel & Local,4.3,11.0,593.0,True,0.0,4,Everyone,False,False,False,33.0,6.9,853.0,685.0
Tools,4.2,5.0,498.0,True,0.0,4,Everyone,True,False,False,5.0,2.7,1100.0,474.0
Travel & Local,3.3,101.0,24236.0,True,0.0,5,Everyone,False,True,False,23.0,31.0,1222.0,10.0
Books & Reference,3.8,11964.0,1027607.0,True,0.0,4,Everyone,True,False,False,25.0,0.44140625,2367.0,65.0
Personalization,4.6,442.0,7339.0,False,0.99,4,Everyone,False,True,False,16.0,30.0,1446.0,359.0
Health & Fitness,5.0,380.0,12365.0,True,0.0,4,Everyone,True,False,False,27.0,6.6,986.0,610.0
Entertainment,4.0,162.0,34422.0,True,0.0,2,Everyone,True,False,False,13.0,2.2,1910.0,1874.0
Business,3.8,26.0,2032.0,True,0.0,4,Everyone,True,False,False,14.0,21.0,2622.0,960.0
Personalization,4.6,156.0,61962.0,True,0.0,4,Everyone,True,False,False,21.0,18.0,1692.0,86.0
Lifestyle,4.5,808.0,93390.0,True,0.0,4,Mature 17+,True,False,False,49.0,8.4,677.0,298.0
Maps & Navigation,2.8,129.0,27854.0,True,0.0,3,Everyone,False,False,False,19.0,2.0,1767.0,1766.0
Music & Audio,4.2,83.0,7743.0,True,0.0,4,Everyone,True,False,False,30.0,7.6,308.0,308.0
Music & Audio,4.3,22.0,4969.0,True,0.0,4,Mature 17+,True,False,False,19.0,4.5,473.0,307.0
Music & Audio,4.1,89.0,21340.0,True,0.0,5,Everyone,True,False,False,27.0,30.0,770.0,573.0
Tools,4.2,703.0,337937.0,True,0.0,4,Everyone,True,True,False,47.0,4.7,2049.0,13.0
Role Playing,4.2,719.0,16836.0,False,3.99,4,Everyone 10+,False,False,False,13.0,23.0,1056.0,1055.0
Music & Audio,4.5,232.0,7867.0,True,0.0,4,Mature 17+,True,True,False,35.0,8.9,953.0,267.0
Food & Drink,4.4,154.0,126683.0,True,0.0,3,Everyone,True,False,False,19.0,4.0,1408.0,1408.0
Maps & Navigation,3.5,22.0,8753.0,True,0.0,6,Everyone,True,True,False,10.0,9.6,1706.0,81.0
Entertainment,4.8,5.0,1769.0,True,0.0,4,Everyone,True,False,False,13.0,6.5,2115.0,845.0
Tools,3.9,9.0,1075.0,True,0.0,5,Everyone,True,False,False,21.0,23.0,635.0,343.0
Lifestyle,5.0,8.0,2356.0,True,0.0,4,Everyone,False,False,False,7.0,19.0,987.0,175.0
Music & Audio,3.7,1173.0,126625.0,True,0.0,3,Everyone,True,False,False,6.0,2.0,2684.0,1067.0
Lifestyle,3.4,1096.0,370387.0,True,0.0,4,Everyone,False,True,False,9.0,67.0,1966.0,13.0
Personalization,5.0,10.0,245.0,True,0.0,5,Mature 17+,True,False,False,30.0,101.0,211.0,136.0
Personalization,4.0,118.0,43616.0,True,0.0,4,Everyone,True,False,False,39.0,9.6,478.0,13.0
Puzzle,4.6,16.0,154.0,True,0.0,2,Teen,True,False,False,28.0,27.0,2567.0,2289.0
Entertainment,4.3,6.0,1564.0,True,0.0,4,Mature 17+,True,False,False,48.0,13.0,340.0,340.0
Arcade,2.3,18.0,1345.0,True,0.0,2,Everyone,False,False,False,11.0,6.9,2635.0,1943.0
Travel & Local,4.3,108.0,61652.0,True,0.0,4,Everyone,True,True,False,46.0,44.0,389.0,389.0
Medical,2.6,5.0,619.0,True,0.0,5,Everyone,False,False,False,5.0,18.0,222.0,223.0
Personalization,3.4,3397.0,691255.0,True,0.0,2,Everyone,False,False,False,19.0,1.3,2147.0,1845.0
Casino,4.8,19.0,2622.0,True,0.0,4,Everyone,False,False,False,16.0,25.0,519.0,518.0
Tools,3.3,14.0,2277.0,True,0.0,5,Everyone,True,False,False,10.0,4.9,428.0,32.0
Simulation,3.9,106.0,27459.0,True,0.0,2,Everyone,True,False,False,15.0,37.0,2175.0,2175.0
Tools,4.3,123.0,49433.0,True,0.0,4,Everyone,False,False,False,16.0,7.3,456.0,456.0
Entertainment,2.6,24.0,6678.0,True,0.0,5,Everyone,True,False,False,49.0,6.1,496.0,135.0
Education,4.1,14.0,4378.0,True,0.0,4,Everyone,True,False,False,38.0,5.8,286.0,286.0
Lifestyle,4.6,9.0,4847.0,True,0.0,5,Everyone,False,False,False,20.0,62.0,1778.0,8.0
Dating,4.1,5975.0,1037497.0,True,0.0,4,Mature 17+,True,True,False,41.0,31.0,1101.0,20.0
Sports,3.5,102.0,116696.0,True,0.0,5,Teen,True,True,False,20.0,14.0,1792.0,729.0
Photography,4.1,288.0,118580.0,True,0.0,4,Everyone,True,False,False,27.0,3.8,1766.0,713.0
Tools,3.9,260.0,19190.0,True,0.0,4,Everyone,True,True,False,46.0,24.0,528.0,60.0
Tools,4.6,1042.0,38175.0,True,0.0,5,Everyone,True,True,False,46.0,6.8,193.0,116.0
Books & Reference,4.7,245.0,19099.0,True,0.0,4,Everyone,False,False,False,21.0,45.0,2161.0,46.0
Health & Fitness,4.6,29.0,10285.0,True,0.0,4,Everyone,True,False,False,29.0,6.3,1313.0,273.0
Arcade,4.3,5279.0,442593.0,True,0.0,4,Everyone,True,False,False,23.0,4.7,754.0,690.0
Puzzle,4.4,16.0,5264.0,True,0.0,5,Everyone,True,False,False,18.0,54.0,282.0,277.0
Maps & Navigation,4.6,47.0,21460.0,True,0.0,4,Everyone,False,False,False,41.0,2.5,692.0,1.0
Books & Reference,3.9,45.0,6871.0,True,0.0,4,Everyone,True,False,False,47.0,12.0,688.0,567.0
Puzzle,3.2,3360.0,717024.0,True,0.0,4,Everyone,True,True,False,27.0,95.0,1640.0,674.0
Personalization,4.1,23.0,27044.0,True,0.0,4,Everyone,True,False,False,44.0,4.0,718.0,491.0
Casino,4.5,11469.0,583293.0,True,0.0,4,Teen,True,True,False,38.0,33.0,846.0,642.0
Personalization,4.7,13.0,590.0,True,0.0,4,Everyone,True,False,False,35.0,3.3,6.0,5.0
Health & Fitness,4.2,3264.0,495232.0,True,0.0,4,Everyone,False,False,False,50.0,9.1,747.0,362.0
Travel & Local,4.2,159.0,35837.0,True,0.0,4,Everyone,False,False,False,16.0,2.6,1880.0,105.0
Art & Design,4.9,8.0,423.0,True,0.0,4,Everyone,True,False,False,30.0,8.0,1182.0,1142.0
Education,4.7,54.0,984.0,True,0.0,4,Everyone,False,False,False,10.0,37.0,727.0,9.0
Music & Audio,4.4,18.0,1786.0,True,0.0,4,Everyone,True,False,False,14.0,12.0,1175.0,668.0
Communication,4.7,16.0,7948.0,True,0.0,5,Everyone,False,False,False,9.0,31.0,396.0,46.0
Productivity,5.0,7.0,97.0,True,0.0,5,Everyone,False,False,False,3.0,31.0,1635.0,494.0
Music & Audio,3.7,196.0,12386.0,True,0.0,4,Everyone,True,False,False,15.0,4.1,2153.0,1697.0
Travel & Local,3.8,12.0,217.0,True,0.0,4,Everyone,False,False,False,12.0,8.1,540.0,472.0
Educational,4.0,5.0,222.0,True,0.0,5,Everyone,True,False,False,11.0,16.0,646.0,646.0
Photography,4.7,117.0,3923.0,True,0.0,4,Everyone,True,False,False,43.0,45.0,351.0,335.0
Lifestyle,3.1,1130.0,479459.0,True,0.0,5,Everyone,False,False,False,23.0,69.0,3113.0,12.0
News & Magazines,4.4,18.0,3092.0,True,0.0,4,Everyone,False,False,False,12.0,2.8,1236.0,1227.0
Trivia,3.1,19.0,1322.0,True,0.0,3,Everyone 10+,True,False,False,25.0,41.0,1868.0,1718.0
Lifestyle,5.0,8.0,281.0,True,0.0,5,Teen,False,False,False,22.0,62.0,2084.0,96.0
Shopping,4.7,15.0,101.0,True,0.0,4,Everyone,True,False,False,4.0,4.1,954.0,954.0
News & Magazines,4.9,8.0,277.0,True,0.0,4,Everyone,True,False,False,19.0,3.5,734.0,732.0
Shopping,3.0,39.0,187.0,True,0.0,4,Everyone,False,False,False,8.0,9.0,676.0,574.0
Lifestyle,5.0,9.0,1271.0,True,0.0,6,Everyone,False,False,False,18.0,16.0,418.0,78.0
Photography,4.2,82396.0,18484713.0,True,0.0,4,Everyone,True,False,False,49.0,23.0,1756.0,31.0
Sports,3.6,301.0,81956.0,True,0.0,4,Everyone,True,True,False,22.0,9.4,1695.0,388.0
Board,4.2,1827.0,161046.0,True,0.0,4,Everyone,True,False,False,29.0,20.0,974.0,461.0
Health & Fitness,4.4,20.0,87881.0,True,0.0,5,Everyone,True,False,False,44.0,37.0,352.0,106.0
Photography,3.5,674.0,69304.0,True,0.0,4,Everyone,True,False,False,24.0,12.0,421.0,375.0
Productivity,4.8,618.0,9286.0,True,0.0,5,Everyone,False,False,False,30.0,30.0,2177.0,19.0
Photography,4.0,8.0,3573.0,True,0.0,4,Everyone,True,False,False,27.0,7.5,788.0,414.0
Simulation,3.9,3996.0,491756.0,True,0.0,6,Everyone,True,True,False,49.0,26.0,915.0,362.0
Parenting,3.7,7.0,1770.0,True,0.0,4,Everyone,True,False,False,28.0,7.6,1262.0,507.0
Education,3.6,5.0,247.0,False,1.59,1,Everyone,False,False,False,10.0,0.7119140625,3412.0,3412.0
Lifestyle,4.1,44.0,4388.0,True,0.0,5,Everyone,False,False,False,23.0,20.0,1327.0,285.0
Entertainment,4.5,10.0,2411.0,True,0.0,4,Everyone,True,False,False,18.0,8.8,588.0,392.0
Tools,4.5,2531.0,493497.0,True,0.0,4,Everyone,True,False,False,50.0,11.0,222.0,143.0
Books & Reference,4.2,234.0,23235.0,True,0.0,4,Everyone,True,False,False,49.0,15.0,1400.0,64.0
Social,4.2,135.0,17437.0,True,0.0,4,Teen,False,False,False,4.0,14.0,1880.0,1347.0
Education,3.6,5.0,237.0,True,0.0,4,Everyone,False,False,False,4.0,12.0,516.0,516.0
Personalization,4.1,22.0,5057.0,True,0.0,4,Everyone,True,False,False,34.0,8.5,285.0,273.0
Health & Fitness,4.5,53.0,45564.0,True,0.0,4,Everyone,True,True,False,49.0,11.0,988.0,46.0
Simulation,3.5,123.0,20953.0,True,0.0,4,Everyone,False,False,False,17.0,29.0,349.0,337.0
Communication,3.9,29.0,8185.0,True,0.0,5,Everyone,True,False,False,36.0,30.0,58.0,6.0
Tools,3.8,5289.0,2265204.0,True,0.0,2,Everyone,True,False,False,17.0,2.6,2688.0,1459.0
Music & Audio,4.1,233.0,87780.0,True,0.0,5,Everyone,True,False,False,31.0,51.0,138.0,137.0
Business,2.5,8.0,1268.0,True,0.0,4,Teen,False,False,False,13.0,5.3,633.0,581.0
Simulation,4.6,334736.0,17118660.0,True,0.0,4,Everyone,True,True,True,12.0,103.0,659.0,20.0
Productivity,2.4,7.0,303.0,True,0.0,4,Everyone,False,False,False,22.0,13.0,3375.0,1103.0
Business,4.6,5.0,949.0,True,0.0,4,Everyone,False,False,False,22.0,2.0,2069.0,853.0
Entertainment,4.8,20.0,5057.0,True,0.0,5,Everyone,True,False,False,21.0,5.4,124.0,25.0
Social,3.1,2514.0,183294.0,True,0.0,5,Everyone,False,False,False,27.0,23.0,1981.0,4.0
Education,4.6,7.0,2536.0,True,0.0,4,Everyone,True,False,False,25.0,16.0,1512.0,225.0
Casual,3.5,8161.0,800445.0,True,0.0,4,Teen,False,False,False,8.0,14.0,2285.0,112.0
Tools,3.8,25.0,11053.0,True,0.0,4,Everyone,True,False,False,48.0,6.5,741.0,130.0
Arcade,5.0,10.0,41.0,True,0.0,4,Everyone,True,False,False,13.0,16.0,287.0,286.0
Health & Fitness,3.3,12.0,1764.0,True,0.0,4,Everyone,True,True,False,31.0,9.4,387.0,184.0
Dating,3.2,116.0,586627.0,True,0.0,4,Mature 17+,True,False,False,44.0,5.4,1464.0,238.0
Tools,4.5,919.0,220324.0,True,0.0,4,Everyone,False,False,False,28.0,2.4,1506.0,282.0
Social,5.0,6.0,1161.0,True,0.0,4,Teen,False,False,False,18.0,15.0,1103.0,1037.0
Business,4.8,8.0,216.0,True,0.0,4,Everyone,False,False,False,9.0,46.0,1489.0,256.0
Shopping,2.9,56.0,4570.0,True,0.0,4,Everyone,False,False,False,21.0,9.2,1548.0,85.0
Business,4.0,83.0,6724.0,True,0.0,5,Everyone,False,False,False,21.0,29.0,3078.0,61.0
Communication,4.0,5.0,346.0,True,0.0,5,Everyone,False,False,False,23.0,36.0,1596.0,35.0
Board,4.6,13.0,59.0,True,0.0,4,Everyone,True,False,False,39.0,3.9,1777.0,1756.0
Tools,4.4,940.0,143962.0,True,0.0,4,Everyone,False,False,False,30.0,42.0,3283.0,60.0
Photography,4.2,2306.0,1167943.0,True,0.0,4,Everyone,True,False,False,49.0,3.1,2355.0,54.0
Entertainment,4.5,13.0,1950.0,True,0.0,4,Everyone,True,False,False,19.0,16.0,1448.0,920.0
Education,3.4,17.0,1736.0,True,0.0,5,Everyone,False,False,False,12.0,1.4,2872.0,953.0
Racing,4.3,224795.0,12420219.0,True,0.0,4,Everyone,True,False,False,23.0,62.0,2439.0,650.0
Education,4.4,34.0,9456.0,True,0.0,4,Everyone,True,False,False,50.0,1.7,1417.0,1416.0
Personalization,4.8,9.0,827.0,True,0.0,2,Everyone,True,False,False,21.0,3.6,1920.0,96.0
Education,2.4,8.0,1283.0,True,0.0,4,Everyone,False,False,False,14.0,9.1,863.0,862.0
Sports,4.3,233.0,9799.0,False,0.99,2,Everyone,False,False,False,29.0,30.0,3406.0,2952.0
Books & Reference,4.1,11.0,3645.0,True,0.0,4,Everyone,True,False,False,16.0,2.8,1253.0,993.0
Productivity,3.0,52.0,5954.0,True,0.0,4,Everyone,False,False,False,48.0,3.1,1058.0,1057.0
News & Magazines,4.3,399.0,57334.0,True,0.0,4,Teen,True,False,False,8.0,2.7,2248.0,2219.0
Business,4.2,5.0,1810.0,True,0.0,4,Everyone,False,False,False,15.0,7.3,2035.0,1469.0
Productivity,2.5,17.0,4499.0,True,0.0,4,Everyone,False,False,False,25.0,3.1,1215.0,728.0
Books & Reference,4.9,99.0,14244.0,True,0.0,4,Everyone,False,False,False,44.0,1.9,1375.0,735.0
Tools,4.6,81354.0,4537804.0,True,0.0,4,Everyone,True,True,False,28.0,5.6,2058.0,17.0
Sports,3.4,8.0,579.0,True,0.0,2,Everyone,True,False,False,13.0,21.0,1627.0,1626.0
Education,3.4,9.0,1245.0,True,0.0,4,Everyone,False,False,False,22.0,2.0,1770.0,851.0
Racing,3.6,2180.0,1159851.0,True,0.0,4,Everyone,True,True,False,50.0,47.0,1163.0,1111.0
Entertainment,4.0,11.0,898.0,True,0.0,4,Everyone,True,False,False,23.0,3.3,1330.0,1330.0
Lifestyle,4.8,23.0,7412.0,True,0.0,4,Everyone,True,False,False,17.0,4.3,1955.0,1152.0
Shopping,4.7,33.0,1236.0,True,0.0,4,Everyone,False,False,False,32.0,9.6,644.0,294.0
Education,4.0,66.0,10474.0,True,0.0,4,Everyone,True,False,False,21.0,7.6,732.0,732.0
Music & Audio,4.8,6.0,33.0,True,0.0,4,Everyone,False,False,False,17.0,11.0,664.0,658.0
Tools,3.3,28.0,9147.0,True,0.0,4,Everyone,True,False,False,35.0,2.0,801.0,507.0
Productivity,1.5,8.0,1224.0,True,0.0,4,Everyone,False,False,False,28.0,11.0,760.0,748.0
Finance,3.4,77.0,9495.0,True,0.0,4,Everyone,False,False,False,9.0,35.0,3484.0,323.0
Music & Audio,4.5,1452.0,40890.0,False,7.99,4,Everyone,False,False,False,9.0,2.0,3887.0,197.0
Social,4.4,7.0,806.0,True,0.0,4,Teen,False,False,False,8.0,20.0,192.0,147.0
Shopping,3.7,349.0,46987.0,True,0.0,4,Everyone,False,False,False,44.0,3.8,2121.0,130.0
Casual,4.0,48.0,9090.0,True,0.0,4,Everyone,True,False,False,17.0,20.0,825.0,824.0
Lifestyle,4.4,41.0,19091.0,True,0.0,4,Everyone,True,False,False,37.0,41.0,1242.0,1241.0
Puzzle,4.3,120.0,8455.0,True,0.0,5,Everyone,True,False,False,20.0,17.0,1326.0,434.0
Productivity,4.8,9.0,2135.0,True,0.0,8,Everyone,False,False,False,15.0,1.9,977.0,977.0
Food & Drink,4.8,5.0,571.0,True,0.0,4,Everyone,False,False,False,24.0,21.0,831.0,341.0
Social,5.0,29.0,184.0,True,0.0,5,Teen,True,False,False,36.0,25.0,314.0,272.0
Books & Reference,3.9,143.0,28989.0,True,0.0,4,Everyone,True,False,False,24.0,4.2,1200.0,1196.0
Tools,5.0,5.0,33.0,True,0.0,4,Everyone,False,False,False,4.0,1.4,731.0,730.0
Shopping,4.9,12.0,227.0,True,0.0,4,Everyone,False,False,False,15.0,12.0,261.0,12.0
Books & Reference,4.3,14.0,28674.0,True,0.0,8,Everyone,False,False,False,28.0,96.0,431.0,81.0
Books & Reference,4.5,62.0,17748.0,True,0.0,4,Everyone,True,False,False,46.0,5.8,829.0,314.0
Communication,3.0,5.0,329.0,True,0.0,4,Everyone,True,False,False,33.0,4.8,1242.0,1241.0
Personalization,3.6,9.0,3418.0,True,0.0,4,Everyone,True,False,False,40.0,9.4,140.0,140.0
Music & Audio,4.9,125.0,2027.0,True,0.0,6,Everyone,False,False,False,9.0,7.7,455.0,131.0
Education,5.0,11.0,49.0,True,0.0,5,Everyone,False,False,False,44.0,140.0,135.0,6.0
Productivity,4.2,5.0,1640.0,True,0.0,7,Everyone,False,False,False,7.0,2.4,736.0,483.0
Health & Fitness,4.0,93.0,2032.0,False,7.99,4,Everyone,False,False,False,19.0,0.7236328125,3155.0,645.0
Strategy,3.4,298.0,151242.0,True,0.0,4,Teen,True,False,False,50.0,54.0,234.0,214.0
Education,4.5,8.0,12.0,True,0.0,4,Everyone,True,False,False,16.0,6.2,854.0,854.0
Word,4.6,5210.0,944216.0,True,0.0,4,Everyone,True,False,False,17.0,12.0,1182.0,142.0
Entertainment,4.6,34.0,10924.0,True,0.0,4,Teen,True,False,False,30.0,14.0,1337.0,695.0
Arcade,4.7,83034.0,4330121.0,True,0.0,4,Teen,True,True,False,6.0,64.0,2231.0,344.0
Education,4.5,179.0,45727.0,True,0.0,4,Everyone,False,False,False,43.0,5.3,1966.0,523.0
Puzzle,3.8,5.0,110.0,True,0.0,4,Everyone,True,False,False,7.0,8.5,2013.0,1476.0
Personalization,4.5,15.0,189.0,False,1.49,4,Everyone,False,False,False,20.0,83.0,1918.0,870.0
Role Playing,3.5,507.0,5768.0,False,2.99,4,Everyone,False,False,False,20.0,59.0,2058.0,717.0
Shopping,4.0,65.0,45522.0,True,0.0,5,Everyone,False,False,False,35.0,42.0,1143.0,12.0
Trivia,4.0,178.0,37878.0,True,0.0,5,Everyone 10+,True,True,False,18.0,23.0,855.0,181.0
Education,3.8,23.0,4352.0,True,0.0,4,Everyone,True,False,False,24.0,3.1,2822.0,1534.0
Education,3.4,67.0,7110.0,True,0.0,6,Everyone,False,False,False,5.0,3.3,576.0,291.0
Strategy,4.4,5972.0,413580.0,True,0.0,4,Everyone,True,True,False,4.0,40.0,1749.0,650.0
Personalization,4.1,160.0,24279.0,True,0.0,4,Everyone,True,False,False,43.0,8.8,986.0,466.0
Productivity,3.7,43.0,1483.0,True,0.0,4,Everyone,False,False,False,14.0,12.0,1056.0,701.0
Books & Reference,4.8,238.0,10100.0,True,0.0,4,Everyone,False,False,False,21.0,2.0,2617.0,192.0
Education,4.1,12.0,3066.0,True,0.0,2,Everyone,True,False,False,48.0,0.173828125,1911.0,1911.0
Finance,4.3,30.0,19185.0,True,0.0,4,Everyone,False,False,False,8.0,14.0,341.0,341.0
Finance,4.9,23.0,335.0,True,0.0,4,Everyone,False,False,False,15.0,2.7,1514.0,1472.0
Personalization,4.5,111.0,46085.0,True,0.0,4,Teen,False,False,False,36.0,5.1,285.0,145.0
Education,4.8,45.0,1663.0,False,0.99,5,Everyone,False,False,False,29.0,3.9,793.0,459.0
Board,4.6,56.0,13360.0,True,0.0,4,Everyone,True,True,False,33.0,14.0,1449.0,81.0
Education,4.7,14.0,548.0,True,0.0,4,Everyone,False,False,False,11.0,9.5,974.0,783.0
Tools,4.0,27.0,10492.0,True,0.0,4,Everyone,True,False,False,8.0,3.1,1800.0,1244.0
Personalization,4.7,113.0,17284.0,True,0.0,4,Everyone,True,False,False,22.0,8.5,456.0,46.0
Entertainment,2.1,253.0,97284.0,True,0.0,6,Everyone,False,False,False,20.0,92.0,1415.0,91.0
Travel & Local,2.4,16.0,3021.0,True,0.0,5,Everyone,False,False,False,12.0,7.4,1569.0,1491.0
Personalization,4.1,26.0,8666.0,True,0.0,4,Everyone,True,False,False,18.0,13.0,1128.0,631.0
Arcade,4.9,15.0,123.0,True,0.0,4,Everyone,True,False,False,17.0,12.0,290.0,127.0
Books & Reference,3.4,9.0,2516.0,True,0.0,5,Everyone,True,True,False,13.0,18.0,829.0,53.0
Personalization,4.5,11.0,275.0,False,0.99,2,Everyone,False,False,False,32.0,1.4,2236.0,11.0
Social,3.7,120843.0,5054002.0,True,0.0,5,Everyone,True,True,False,49.0,38.0,2378.0,347.0
Medical,3.7,3817.0,495452.0,True,0.0,6,Everyone,False,False,False,12.0,7.0,355.0,18.0
Adventure,3.9,1351.0,457695.0,True,0.0,5,Teen,True,True,False,35.0,54.0,1257.0,589.0
Productivity,4.2,5.0,170.0,True,0.0,7,Everyone,False,False,False,10.0,2.7,900.0,896.0
Social,4.8,5.0,1160.0,True,0.0,4,Everyone,False,False,False,12.0,1.7,1211.0,1211.0
Entertainment,4.6,10.0,487.0,True,0.0,2,Everyone,True,False,False,16.0,24.0,2365.0,2342.0
Social,3.2,111.0,17213.0,True,0.0,4,Teen,False,False,False,34.0,91.0,1148.0,1063.0
Education,4.3,14.0,16279.0,True,0.0,4,Everyone 10+,True,True,False,24.0,23.0,895.0,491.0
Books & Reference,5.0,5.0,338.0,True,0.0,4,Everyone,False,False,False,21.0,2.8,530.0,447.0
Music & Audio,5.0,5.0,1548.0,True,0.0,4,Everyone,True,False,False,21.0,4.3,835.0,554.0
Business,3.3,72.0,20568.0,True,0.0,4,Everyone,True,False,False,34.0,3.8,899.0,53.0
Tools,4.5,3871.0,462322.0,True,0.0,6,Everyone,True,True,False,18.0,3.8,822.0,63.0
Food & Drink,3.2,8.0,1608.0,True,0.0,5,Everyone,False,False,False,17.0,36.0,834.0,1.0
Education,4.0,6.0,2036.0,True,0.0,4,Everyone,True,False,False,25.0,31.0,876.0,11.0
Education,5.0,7.0,82.0,True,0.0,4,Everyone,True,False,False,39.0,3.3,995.0,637.0
