Category,Rating,Rating Count,Installs,Free,Price,Minimum Android,Content Rating,Ad Supported,In App Purchases,Editors Choice,Name Length,Size in MB,App Age,Last Update Age
Business,4.7,311.0,13816.0,True,0.0,4,Everyone,True,True,False,18.0,5.5,1658.0,386.0
Shopping,4.7,26.0,2022.0,True,0.0,4,Everyone,False,False,False,26.0,5.8,497.0,497.0
Arcade,4.4,29.0,1268.0,True,0.0,4,Everyone,True,False,False,11.0,25.0,789.0,787.0
Sports,4.0,26.0,4488.0,True,0.0,7,Teen,False,False,False,7.0,35.0,547.0,83.0
Auto & Vehicles,3.9,196.0,42575.0,True,0.0,5,Everyone,False,False,False,18.0,5.1,1146.0,96.0
Adventure,4.5,218.0,14004.0,True,0.0,2,Teen,True,False,False,18.0,19.0,1229.0,1229.0
Communication,4.7,2274.0,88852.0,True,0.0,4,Teen,True,False,False,48.0,39.0,296.0,295.0
Business,3.1,92.0,28982.0,True,0.0,5,Everyone,False,False,False,5.0,15.0,1810.0,20.0
Tools,3.5,2870.0,1441951.0,True,0.0,4,Everyone,True,False,False,16.0,1.8,2858.0,590.0
Arcade,5.0,17.0,299.0,True,0.0,2,Everyone,True,True,False,13.0,15.0,2084.0,1723.0
Entertainment,4.3,1243.0,533664.0,True,0.0,5,Everyone,False,False,False,10.0,12.0,1426.0,14.0
Business,4.2,12.0,539.0,True,0.0,5,Everyone,True,False,False,25.0,2.5,528.0,528.0
Education,5.0,5.0,529.0,True,0.0,4,Everyone,True,False,False,9.0,2.9,1381.0,1380.0
Tools,3.9,243.0,32220.0,True,0.0,1,Everyone,False,False,False,10.0,0.2509765625,3238.0,3168.0
Adventure,3.7,113.0,3978.0,True,0.0,4,Everyone,True,False,False,30.0,48.0,638.0,637.0
Travel & Local,4.0,6.0,1204.0,True,0.0,4,Everyone,False,False,False,30.0,13.0,2570.0,546.0
Lifestyle,3.7,113.0,28222.0,True,0.0,4,Everyone,True,False,False,23.0,13.0,1597.0,1596.0
Role Playing,4.9,362.0,15728.0,True,0.0,4,Everyone,False,False,False,14.0,16.0,326.0,326.0
Maps & Navigation,4.7,44.0,1758.0,True,0.0,4,Everyone,False,False,False,3.0,6.9,2251.0,327.0
Word,3.7,92.0,24060.0,True,0.0,4,Everyone,True,True,False,12.0,23.0,1657.0,501.0
Action,4.7,15.0,119.0,True,0.0,4,Everyone 10+,False,False,False,16.0,29.0,2360.0,2358.0
Communication,4.2,78.0,10109.0,True,0.0,4,Everyone,True,False,False,39.0,4.7,149.0,2.0
Business,3.0,6.0,1250.0,True,0.0,4,Everyone,False,False,False,9.0,3.5,1986.0,250.0
Education,3.1,7.0,3601.0,True,0.0,4,Everyone,True,False,False,14.0,3.1,625.0,154.0
Personalization,3.6,11.0,1053.0,True,0.0,5,Everyone,False,False,False,12.0,1.8,816.0,612.0
Arcade,4.9,19.0,47.0,True,0.0,4,Everyone,True,False,False,27.0,16.0,332.0,325.0
Education,4.3,22.0,847.0,True,0.0,5,Everyone,False,False,False,29.0,201.0,400.0,3.0
Finance,4.5,28031.0,1596223.0,True,0.0,4,Everyone,False,False,False,39.0,23.0,1903.0,13.0
Arcade,4.2,17.0,12488.0,True,0.0,5,Everyone,True,True,False,10.0,28.0,861.0,818.0
Weather,5.0,172.0,63725.0,True,0.0,5,Mature 17+,True,True,False,48.0,90.0,74.0,41.0
Personalization,4.5,1065.0,72831.0,True,0.0,4,Teen,True,False,False,25.0,3.7,1201.0,147.0
Education,4.7,19.0,513.0,True,0.0,4,Everyone,True,False,False,22.0,17.0,576.0,151.0
Lifestyle,4.4,10.0,1776.0,True,0.0,2,Everyone,False,False,False,7.0,4.6,1649.0,498.0
Business,3.7,27.0,4772.0,True,0.0,4,Everyone,False,False,False,5.0,11.0,1834.0,12.0
Entertainment,4.2,554.0,17229.0,True,0.0,4,Everyone,True,False,False,21.0,9.4,313.0,313.0
Tools,4.3,58.0,3403.0,True,0.0,5,Everyone,True,False,False,17.0,12.0,83.0,7.0
Education,5.0,17.0,76.0,True,0.0,4,Everyone,False,False,False,6.0,10.0,574.0,578.0
Entertainment,3.5,10.0,2554.0,True,0.0,4,Teen,True,False,False,27.0,6.8,551.0,346.0
Role Playing,4.4,340.0,6443.0,False,3.99,4,Teen,False,False,False,25.0,38.0,629.0,629.0
Entertainment,4.1,981.0,465164.0,True,0.0,4,Everyone,True,False,False,30.0,19.0,1408.0,324.0
Education,5.0,5.0,330.0,True,0.0,6,Teen,False,False,False,11.0,52.0,1357.0,46.0
Sports,4.1,35.0,4008.0,True,0.0,4,Everyone,False,False,False,16.0,3.7,3087.0,98.0
Puzzle,5.0,5.0,267.0,True,0.0,2,Everyone,True,False,False,17.0,2.6,2509.0,2501.0
Books & Reference,3.4,12.0,4206.0,True,0.0,4,Everyone,True,False,False,36.0,40.0,122.0,122.0
Medical,3.9,939.0,385723.0,True,0.0,4,Everyone,True,False,False,29.0,10.0,1880.0,243.0
Music & Audio,4.9,7.0,722.0,True,0.0,4,Everyone,True,False,False,29.0,36.0,161.0,24.0
Travel & Local,3.2,13.0,9714.0,True,0.0,7,Everyone,True,True,False,24.0,73.0,2913.0,90.0
Finance,4.7,15482.0,806977.0,True,0.0,6,Everyone,False,False,False,4.0,154.0,1397.0,4.0
Travel & Local,4.2,5.0,124.0,True,0.0,4,Everyone,True,False,False,15.0,2.3,1675.0,1674.0
Books & Reference,4.4,19.0,2642756.0,True,0.0,4,Everyone,True,False,False,29.0,3.6,2225.0,211.0
Tools,4.0,10626.0,610845.0,True,0.0,5,Everyone,True,True,False,34.0,5.1,1320.0,64.0
Tools,4.4,32.0,776.0,True,0.0,4,Everyone,True,False,False,37.0,5.1,485.0,479.0
Action,4.2,291858.0,12608283.0,True,0.0,4,Teen,True,True,True,30.0,106.0,1980.0,1.0
Education,3.7,11.0,560.0,False,4.49,4,Everyone,False,False,False,18.0,29.0,1030.0,1030.0
Health & Fitness,5.0,40.0,2000.0,True,0.0,4,Everyone,False,False,False,8.0,7.0,1807.0,523.0
Business,3.2,18.0,4521.0,True,0.0,5,Everyone,False,False,False,37.0,98.0,1715.0,61.0
Books & Reference,4.6,1024.0,353543.0,True,0.0,4,Everyone,True,True,False,21.0,11.0,1995.0,440.0
Lifestyle,4.1,111.0,26327.0,True,0.0,4,Everyone,True,False,False,15.0,6.6,3690.0,1171.0
Business,3.8,233.0,65489.0,True,0.0,4,Everyone,False,False,False,20.0,7.8,1912.0,64.0
Education,4.1,105.0,1871.0,True,0.0,4,Everyone,False,False,False,8.0,28.0,1385.0,298.0
Tools,4.3,7.0,1073.0,True,0.0,5,Everyone,True,False,False,16.0,2.8,1429.0,1429.0
Travel & Local,4.1,8.0,16965.0,True,0.0,5,Teen,True,False,False,19.0,25.0,2830.0,75.0
Entertainment,1.8,5.0,1404.0,True,0.0,4,Everyone,True,False,False,36.0,33.0,549.0,319.0
Travel & Local,3.9,14.0,6973.0,True,0.0,4,Everyone,False,False,False,40.0,3.4,1121.0,1086.0
Racing,5.0,17.0,103.0,True,0.0,5,Everyone,False,False,False,13.0,22.0,369.0,291.0
Education,4.7,1006.0,18108.0,True,0.0,4,Everyone,False,False,False,14.0,37.0,384.0,1.0
Music & Audio,4.9,553.0,13001.0,True,0.0,4,Everyone,True,False,False,17.0,23.0,476.0,22.0
Music & Audio,5.0,6.0,3651.0,True,0.0,4,Everyone,True,False,False,41.0,4.1,957.0,681.0
Action,4.8,35.0,448.0,True,0.0,4,Everyone,True,False,False,13.0,19.0,1491.0,1478.0
Music,3.9,1969.0,867065.0,True,0.0,4,Everyone,False,True,False,21.0,21.0,2964.0,293.0
Business,3.6,7.0,1134.0,True,0.0,4,Everyone,False,False,False,5.0,4.5,2260.0,23.0
Video Players & Editors,4.6,21.0,608.0,True,0.0,4,Everyone,True,False,False,48.0,28.0,321.0,295.0
Productivity,3.4,10.0,893.0,True,0.0,4,Everyone,False,True,False,42.0,4.7,1121.0,600.0
Productivity,3.6,1325.0,420734.0,True,0.0,4,Everyone,True,True,False,15.0,14.0,694.0,54.0
Education,3.6,179.0,2609.0,True,0.0,4,Everyone,False,False,False,13.0,12.0,355.0,355.0
Lifestyle,4.6,33.0,2817.0,True,0.0,4,Everyone,False,False,False,38.0,12.0,57.0,1.0
Entertainment,3.4,14.0,1725.0,True,0.0,4,Everyone,False,False,False,27.0,21.0,756.0,756.0
Auto & Vehicles,2.7,18.0,2519.0,True,0.0,4,Everyone,False,False,False,44.0,3.7,678.0,197.0
Action,4.3,13.0,16918.0,True,0.0,5,Everyone,True,False,False,11.0,100.0,31.0,4.0
Music & Audio,4.6,50.0,8325.0,True,0.0,4,Everyone,True,False,False,30.0,91.0,261.0,261.0
Entertainment,3.3,15.0,6128.0,True,0.0,4,Mature 17+,False,True,False,17.0,22.0,2759.0,474.0
Education,4.6,11.0,677.0,True,0.0,4,Everyone,False,False,False,11.0,38.0,363.0,2.0
Entertainment,4.0,5.0,2252.0,True,0.0,5,Everyone,False,False,False,18.0,89.0,225.0,95.0
Business,3.9,870.0,76405.0,True,0.0,7,Everyone,False,False,False,5.0,16.0,495.0,6.0
Board,4.6,2284.0,210182.0,True,0.0,4,Everyone,True,True,False,30.0,12.0,1929.0,81.0
Casual,4.8,10.0,6.0,True,0.0,4,Everyone,True,False,False,12.0,20.0,981.0,981.0
Books & Reference,3.8,322.0,39103.0,True,0.0,5,Everyone,True,False,False,19.0,7.5,1168.0,79.0
Health & Fitness,3.6,7.0,651.0,True,0.0,3,Everyone,True,False,False,18.0,1.9,1715.0,1715.0
Education,4.3,10.0,11338.0,True,0.0,4,Everyone,True,False,False,18.0,8.8,2477.0,985.0
Entertainment,4.4,26.0,1906.0,True,0.0,4,Teen,True,False,False,9.0,55.0,376.0,249.0
Sports,4.0,1251.0,189760.0,True,0.0,4,Everyone,True,False,False,19.0,4.7,1212.0,9.0
Music & Audio,4.6,36.0,3423.0,True,0.0,4,Everyone,False,False,False,18.0,4.8,1214.0,924.0
Photography,4.0,78.0,14486.0,True,0.0,4,Everyone,True,False,False,26.0,14.0,753.0,296.0
Music & Audio,3.2,23.0,3625.0,True,0.0,4,Everyone,False,False,False,24.0,3.3,1215.0,1215.0
Entertainment,4.0,1476.0,489876.0,True,0.0,6,Mature 17+,False,True,False,33.0,48.0,3847.0,225.0
Medical,3.0,45.0,25394.0,True,0.0,6,Everyone,False,False,False,23.0,134.0,1310.0,6.0
Productivity,3.4,5774.0,888562.0,True,0.0,4,Everyone,False,False,False,13.0,35.0,2164.0,1135.0
Education,4.9,9.0,1385.0,True,0.0,4,Everyone,False,False,False,23.0,4.9,1873.0,343.0
Travel & Local,4.1,9.0,5225.0,True,0.0,4,Everyone,True,False,False,47.0,3.5,1350.0,1006.0
Simulation,4.2,5.0,143.0,True,0.0,4,Everyone,True,True,False,39.0,23.0,71.0,22.0
Shopping,4.1,15.0,7457.0,True,0.0,5,Everyone,True,False,False,25.0,19.0,441.0,1.0
Books & Reference,4.5,17.0,4505.0,True,0.0,4,Everyone,True,False,False,13.0,3.4,947.0,171.0
Tools,3.2,5.0,974.0,True,0.0,4,Everyone,False,False,False,7.0,8.3,2387.0,762.0
Simulation,3.8,12.0,1163.0,True,0.0,4,Teen,True,False,False,40.0,5.7,93.0,93.0
Tools,4.0,28.0,2044.0,True,0.0,4,Everyone,True,False,False,18.0,11.0,828.0,404.0
Books & Reference,4.5,18.0,1094.0,True,0.0,2,Everyone,True,False,False,24.0,6.6,2396.0,2221.0
Maps & Navigation,3.6,9.0,2068.0,True,0.0,4,Everyone,False,False,False,23.0,7.0,389.0,365.0
Tools,4.2,12.0,886.0,True,0.0,4,Everyone,False,False,False,49.0,28.0,2155.0,1117.0
Social,4.3,9.0,672.0,True,0.0,5,Teen,False,False,False,9.0,4.6,732.0,516.0
Lifestyle,3.6,544.0,81577.0,True,0.0,4,Everyone,True,False,False,22.0,5.5,1659.0,238.0
Puzzle,2.1,28.0,1984.0,True,0.0,2,Everyone,True,False,False,28.0,3.1,1181.0,1177.0
Tools,3.6,79.0,45657.0,True,0.0,5,Everyone,True,False,False,39.0,3.7,436.0,233.0
Action,4.2,42.0,4102.0,True,0.0,4,Everyone,True,True,False,12.0,17.0,1148.0,1148.0
Entertainment,3.8,36.0,9932.0,True,0.0,4,Everyone,True,False,False,24.0,4.3,682.0,680.0
Simulation,3.9,7.0,708.0,True,0.0,4,Everyone,True,False,False,48.0,37.0,126.0,19.0
Tools,4.7,39.0,629.0,True,0.0,4,Everyone,True,False,False,23.0,4.7,249.0,10.0
Education,5.0,5.0,289.0,True,0.0,4,Everyone,False,False,False,19.0,15.0,475.0,308.0
Business,4.0,7.0,1435.0,True,0.0,4,Everyone,False,False,False,21.0,77.0,1342.0,628.0
Food & Drink,4.6,34.0,1468.0,True,0.0,5,Everyone,False,False,False,19.0,36.0,441.0,29.0
News & Magazines,3.7,7.0,4209.0,True,0.0,4,Everyone,True,False,False,23.0,5.3,1051.0,293.0
Music & Audio,2.9,7.0,2657.0,True,0.0,4,Everyone,True,False,False,12.0,16.0,1307.0,244.0
Education,4.3,78.0,16798.0,True,0.0,4,Everyone,True,False,False,35.0,11.0,451.0,451.0
Education,4.6,47.0,508.0,True,0.0,4,Everyone,True,False,False,35.0,38.0,365.0,9.0
Education,2.0,7.0,1585.0,True,0.0,4,Everyone,False,False,False,12.0,4.9,718.0,718.0
Photography,2.8,155.0,83857.0,True,0.0,5,Everyone,True,False,False,20.0,43.0,534.0,14.0
Tools,4.5,8.0,605.0,True,0.0,2,Everyone,False,False,False,14.0,11.0,175.0,175.0
Lifestyle,3.2,45.0,6380.0,True,0.0,5,Everyone,True,False,False,17.0,31.0,1930.0,305.0
Puzzle,4.4,624.0,90990.0,True,0.0,5,Everyone,True,False,False,42.0,5.1,230.0,213.0
Music & Audio,4.2,25.0,7299.0,True,0.0,4,Teen,True,False,False,46.0,5.7,782.0,561.0
Action,3.5,6.0,9126.0,True,0.0,4,Teen,True,True,False,49.0,32.0,167.0,107.0
Travel & Local,4.3,150.0,20642.0,True,0.0,4,Everyone,True,False,False,35.0,1.6,2521.0,903.0
Education,5.0,5.0,897.0,True,0.0,5,Everyone,False,False,False,26.0,6.6,341.0,323.0
Music & Audio,4.7,41.0,3980.0,True,0.0,4,Everyone,True,False,False,50.0,154.0,683.0,241.0
Tools,3.8,34.0,689.0,True,0.0,4,Everyone,False,True,False,8.0,3.8,101.0,41.0
Business,3.0,41.0,5469.0,True,0.0,4,Everyone,False,False,False,9.0,20.0,469.0,81.0
Trivia,3.7,588.0,56528.0,True,0.0,5,Everyone,True,True,False,18.0,29.0,1045.0,956.0
Lifestyle,4.6,27.0,391.0,False,15.99,4,Everyone,False,False,False,6.0,42.0,1985.0,5.0
Books & Reference,3.7,6.0,1329.0,True,0.0,4,Everyone,True,False,False,44.0,26.0,1427.0,292.0
Adventure,4.1,1153.0,51728.0,True,0.0,4,Everyone 10+,True,True,False,49.0,60.0,1455.0,1455.0
Maps & Navigation,4.4,102.0,18981.0,True,0.0,4,Everyone,False,False,False,11.0,11.0,750.0,45.0
Education,4.2,6.0,4524.0,True,0.0,4,Everyone,True,False,False,19.0,15.0,1094.0,626.0
Communication,5.0,9.0,438.0,True,0.0,4,Everyone,True,False,False,40.0,6.8,101.0,60.0
Education,3.3,37.0,2808.0,True,0.0,4,Everyone,False,False,False,18.0,96.0,769.0,411.0
Personalization,4.7,64.0,2944.0,True,0.0,4,Teen,True,False,False,19.0,3.6,110.0,110.0
Sports,4.4,171.0,1467.0,False,2.49,4,Everyone,False,False,False,14.0,3.0,3145.0,738.0
Music & Audio,4.1,35.0,3629.0,True,0.0,4,Everyone,True,False,False,27.0,38.0,1620.0,260.0
Role Playing,3.2,37.0,5603.0,True,0.0,4,Everyone 10+,True,False,False,36.0,62.0,882.0,882.0
Social,4.8,15.0,1195.0,True,0.0,4,Teen,False,False,False,39.0,15.0,941.0,941.0
Education,4.5,102.0,11186.0,True,0.0,4,Everyone,True,True,False,46.0,7.3,1072.0,440.0
Music & Audio,4.1,530.0,111683.0,True,0.0,4,Everyone,False,False,False,15.0,1.2,3690.0,2037.0
Personalization,4.9,24.0,115.0,True,0.0,4,Everyone,False,False,False,15.0,13.0,353.0,346.0
Action,3.9,60687.0,12831330.0,True,0.0,2,Teen,True,False,False,21.0,28.0,1462.0,994.0
Entertainment,4.1,226.0,111062.0,True,0.0,4,Teen,True,True,False,33.0,32.0,874.0,592.0
Educational,3.1,373.0,73290.0,True,0.0,4,Everyone,True,True,False,28.0,28.0,1539.0,400.0
Photography,4.1,36.0,36568.0,True,0.0,4,Everyone,True,False,False,23.0,5.2,1384.0,227.0
Lifestyle,3.6,30.0,16262.0,True,0.0,2,Everyone,True,False,False,21.0,3.5,1705.0,1705.0
Shopping,4.8,16.0,4420.0,True,0.0,4,Everyone,False,False,False,7.0,2.5,810.0,810.0
Education,3.6,174.0,2641.0,True,0.0,4,Everyone,False,False,False,36.0,2.6,363.0,342.0
Travel & Local,5.0,9.0,398.0,True,0.0,6,Everyone,False,False,False,29.0,46.0,54.0,45.0
Personalization,3.7,66.0,84530.0,True,0.0,4,Everyone,True,False,False,21.0,15.0,993.0,229.0
Business,4.6,351.0,58066.0,True,0.0,5,Everyone,True,False,False,16.0,5.2,396.0,290.0
Health & Fitness,4.4,59.0,16761.0,True,0.0,2,Everyone,True,False,False,16.0,2.2,2351.0,2350.0
Food & Drink,4.7,57.0,9744.0,True,0.0,4,Everyone,True,False,False,14.0,12.0,778.0,547.0
Entertainment,4.8,6.0,1656.0,True,0.0,4,Teen,True,False,False,24.0,33.0,1234.0,276.0
Education,4.6,92.0,5406.0,True,0.0,5,Everyone,True,False,False,19.0,7.3,1069.0,1021.0
Lifestyle,3.8,14.0,1153.0,True,0.0,4,Everyone,False,False,False,23.0,3.4,1230.0,574.0
Arcade,3.8,61.0,32866.0,True,0.0,4,Everyone,True,False,False,24.0,23.0,1049.0,801.0
Sports,4.3,11.0,32515.0,True,0.0,4,Everyone,False,False,False,37.0,67.0,49.0,49.0
Entertainment,4.8,5.0,1009.0,True,0.0,5,Everyone 10+,True,False,False,50.0,11.0,1349.0,391.0
Educational,4.4,7.0,3318.0,True,0.0,4,Everyone,False,False,False,28.0,49.0,1274.0,312.0
Books & Reference,4.5,579.0,73162.0,True,0.0,5,Everyone,True,True,False,4.0,66.0,1867.0,47.0
Lifestyle,3.1,7.0,1290.0,True,0.0,4,Everyone,False,False,False,24.0,16.0,1244.0,840.0
News & Magazines,3.9,17.0,1132.0,True,0.0,4,Everyone,True,False,False,21.0,12.0,810.0,608.0
Tools,3.7,160.0,14859.0,True,0.0,2,Everyone,True,False,False,13.0,2.8,2000.0,1975.0
Travel & Local,2.1,7.0,217.0,True,0.0,7,Everyone,False,False,False,5.0,64.0,305.0,53.0
Casual,3.7,454.0,76643.0,True,0.0,4,Everyone,True,False,False,12.0,12.0,3045.0,28.0
Lifestyle,4.6,7218.0,500419.0,True,0.0,5,Everyone,False,True,False,37.0,22.0,1982.0,12.0
Photography,4.3,43.0,2647.0,True,0.0,5,Everyone,True,False,False,49.0,13.0,440.0,33.0
Lifestyle,1.2,5.0,670.0,True,0.0,4,Everyone,False,True,False,13.0,12.0,2086.0,281.0
Video Players & Editors,3.7,6.0,784.0,True,0.0,5,Everyone,True,False,False,16.0,7.0,494.0,294.0
Sports,3.9,15.0,22414.0,True,0.0,4,Everyone,True,False,False,23.0,4.5,1214.0,9.0
Entertainment,3.6,17.0,1219.0,True,0.0,4,Everyone,False,False,False,16.0,1.4,682.0,681.0
Music & Audio,4.4,26.0,8245.0,True,0.0,4,Everyone,False,False,False,28.0,36.0,2962.0,812.0
Personalization,4.4,96.0,14123.0,True,0.0,3,Everyone,True,False,False,28.0,4.0,2287.0,895.0
Personalization,4.5,101.0,28179.0,True,0.0,5,Everyone,True,False,False,27.0,10.0,1842.0,326.0
Tools,4.1,28.0,5114.0,True,0.0,4,Everyone,True,False,False,42.0,8.2,1074.0,982.0
Education,4.6,5.0,162.0,True,0.0,4,Everyone,True,False,False,14.0,2.5,1322.0,953.0
Business,4.2,3346.0,483993.0,True,0.0,4,Everyone,True,True,False,29.0,4.6,2202.0,298.0
Lifestyle,4.2,124.0,42068.0,True,0.0,4,Teen,True,False,False,22.0,9.4,2010.0,553.0
Business,5.0,5.0,276.0,True,0.0,4,Everyone,False,False,False,29.0,11.0,1552.0,593.0
Personalization,4.4,559.0,19940.0,False,0.99,2,Everyone,False,False,False,30.0,1.6,3896.0,3102.0
Education,5.0,5.0,228.0,True,0.0,4,Everyone,False,False,False,29.0,38.0,378.0,8.0
Weather,4.4,100.0,83598.0,True,0.0,5,Teen,True,True,False,26.0,64.0,628.0,27.0
Lifestyle,4.9,10.0,169.0,True,0.0,5,Everyone,False,False,False,29.0,9.4,1625.0,606.0
Business,3.5,6.0,1078.0,True,0.0,4,Everyone,False,False,False,8.0,18.0,1085.0,778.0
Finance,4.7,6.0,2035.0,True,0.0,4,Everyone,False,False,False,8.0,4.0,784.0,750.0
Music & Audio,4.1,36.0,2633.0,True,0.0,4,Everyone,True,False,False,34.0,67.0,226.0,170.0
Adventure,5.0,13.0,124.0,True,0.0,4,Everyone,False,False,False,19.0,39.0,527.0,474.0
Education,4.4,11.0,4309.0,True,0.0,4,Everyone,True,True,False,36.0,1.8,1208.0,1208.0
Education,4.9,14.0,466.0,True,0.0,4,Everyone,False,False,False,11.0,7.7,2101.0,1743.0
Social,3.9,139.0,27755.0,True,0.0,4,Teen,True,False,False,50.0,9.4,326.0,326.0
Education,4.1,27.0,8174.0,True,0.0,5,Everyone,True,False,False,26.0,27.0,1740.0,42.0
Books & Reference,4.8,34.0,4287.0,True,0.0,4,Everyone,True,False,False,39.0,13.0,417.0,417.0
Adventure,3.0,2662.0,1494417.0,True,0.0,4,Everyone 10+,True,False,False,24.0,11.0,1366.0,229.0
Shopping,4.2,18.0,19310.0,True,0.0,5,Everyone,False,False,False,9.0,18.0,1841.0,915.0
Travel & Local,5.0,9.0,242.0,True,0.0,5,Everyone,False,False,False,16.0,14.0,828.0,614.0
Education,4.5,8.0,404.0,True,0.0,7,Everyone,False,False,False,50.0,3.1,360.0,356.0
Lifestyle,4.4,399.0,70123.0,True,0.0,4,Everyone,True,False,False,30.0,33.0,1551.0,988.0
Simulation,4.4,14.0,22989.0,True,0.0,5,Everyone,True,False,False,15.0,52.0,14.0,14.0
Tools,4.6,32.0,2686.0,True,0.0,5,Everyone,True,False,False,43.0,5.2,73.0,34.0
Food & Drink,3.3,9.0,581.0,True,0.0,4,Everyone,False,False,False,13.0,3.2,1351.0,939.0
Auto & Vehicles,1.7,518.0,96461.0,True,0.0,4,Everyone,False,False,False,11.0,11.0,1239.0,1152.0
Maps & Navigation,4.2,5.0,200.0,True,0.0,4,Everyone,False,False,False,11.0,6.8,2078.0,71.0
Education,3.7,170.0,42597.0,True,0.0,4,Everyone,True,False,False,27.0,2.8,2383.0,1100.0
Books & Reference,4.3,158.0,20215.0,True,0.0,2,Everyone,True,False,False,9.0,1.2,2907.0,2486.0
Finance,4.5,256.0,9666.0,True,0.0,4,Everyone,False,False,False,6.0,9.2,1273.0,695.0
Health & Fitness,3.9,57.0,24735.0,True,0.0,4,Everyone,True,False,False,38.0,3.1,919.0,476.0
Food & Drink,3.5,19.0,14226.0,True,0.0,5,Everyone,False,False,False,16.0,82.0,475.0,475.0
Health & Fitness,3.5,8.0,2070.0,True,0.0,4,Everyone,True,False,False,23.0,4.4,425.0,363.0
Lifestyle,4.4,36557.0,1308932.0,True,0.0,6,Mature 17+,True,False,False,45.0,4.5,1172.0,111.0
Finance,4.7,939.0,99946.0,True,0.0,2,Everyone,True,True,False,8.0,5.7,3293.0,2165.0
Puzzle,4.2,137.0,7538.0,True,0.0,2,Everyone,True,False,False,39.0,19.0,1180.0,1180.0
Puzzle,5.0,31.0,2323.0,True,0.0,4,Everyone,True,False,False,33.0,27.0,995.0,433.0
Video Players & Editors,2.4,9.0,1544.0,True,0.0,4,Everyone,True,False,False,48.0,6.4,221.0,100.0
Music & Audio,3.8,5.0,431.0,True,0.0,4,Teen,True,False,False,33.0,6.8,883.0,694.0
Travel & Local,4.4,2230.0,404150.0,True,0.0,4,Everyone,False,False,False,14.0,42.0,2191.0,42.0
Entertainment,4.2,5.0,572.0,True,0.0,4,Everyone,True,False,False,43.0,20.0,110.0,110.0
Education,4.4,5017.0,204407.0,True,0.0,4,Everyone,False,False,False,15.0,11.0,390.0,41.0
Business,4.9,30.0,1490.0,True,0.0,4,Everyone,False,False,False,8.0,12.0,464.0,312.0
Entertainment,4.2,6.0,2266.0,True,0.0,5,Everyone,False,False,False,22.0,5.5,2144.0,509.0
Simulation,4.3,160.0,37722.0,True,0.0,4,Everyone,True,False,False,43.0,41.0,218.0,26.0
Education,4.4,118.0,31122.0,True,0.0,4,Everyone,True,False,False,23.0,2.7,1959.0,552.0
Travel & Local,4.3,1113.0,405824.0,True,0.0,4,Everyone,True,False,False,44.0,33.0,1176.0,602.0
Travel & Local,4.2,79.0,20013.0,True,0.0,4,Everyone,False,False,False,47.0,47.0,3198.0,29.0
Music & Audio,4.2,19.0,3402.0,True,0.0,4,Mature 17+,True,False,False,17.0,24.0,3030.0,211.0
Shopping,4.9,38.0,590.0,True,0.0,5,Everyone,False,False,False,48.0,26.0,285.0,124.0
Entertainment,2.8,154.0,12899.0,True,0.0,4,Everyone,True,False,False,20.0,13.0,503.0,463.0
Auto & Vehicles,4.1,20.0,7444.0,True,0.0,6,Everyone,False,False,False,16.0,27.0,936.0,60.0
Personalization,4.0,16.0,1975.0,True,0.0,4,Everyone,True,False,False,22.0,23.0,827.0,77.0
Food & Drink,4.7,12.0,1589.0,True,0.0,4,Everyone,False,False,False,13.0,10.0,512.0,386.0
Tools,4.2,60.0,16858.0,True,0.0,4,Everyone,True,False,False,29.0,5.1,1507.0,668.0
Photography,3.8,100.0,39572.0,True,0.0,4,Everyone,True,False,False,35.0,7.0,768.0,90.0
Productivity,2.2,5.0,1412.0,True,0.0,4,Everyone,True,False,False,16.0,9.6,1122.0,131.0
Education,4.5,8.0,1659.0,True,0.0,4,Everyone,True,True,False,13.0,65.0,1328.0,54.0
Photography,3.7,122.0,51330.0,True,0.0,4,Everyone,False,False,False,29.0,2.8,2399.0,597.0
Arcade,3.9,4224.0,405987.0,True,0.0,2,Everyone 10+,True,False,False,22.0,27.0,2034.0,967.0
Communication,4.0,140.0,18757.0,True,0.0,4,Mature 17+,False,False,False,14.0,22.0,776.0,708.0
Trivia,4.4,39.0,12174.0,True,0.0,4,Everyone,True,False,False,33.0,25.0,1148.0,776.0
Medical,3.2,13.0,3008.0,True,0.0,4,Everyone,False,False,False,5.0,9.3,599.0,312.0
Simulation,3.2,134.0,1628119.0,True,0.0,2,Everyone 10+,True,False,False,17.0,3.9,1450.0,1450.0
Books & Reference,4.6,735.0,99696.0,True,0.0,4,Everyone,False,False,False,30.0,10.0,2818.0,392.0
Entertainment,3.1,308.0,233230.0,True,0.0,4,Everyone,True,False,False,21.0,3.6,603.0,459.0
Education,4.6,18.0,2673.0,True,0.0,1,Everyone,False,False,False,44.0,18.0,1445.0,1445.0
Photography,4.1,27.0,3601.0,True,0.0,4,Everyone,True,False,False,18.0,8.0,790.0,80.0
Lifestyle,4.4,122.0,52508.0,True,0.0,4,Everyone,True,False,False,29.0,6.1,749.0,386.0
Books & Reference,5.0,12.0,2922.0,True,0.0,4,Everyone,True,False,False,42.0,10.0,461.0,175.0
Health & Fitness,3.4,180.0,23896.0,True,0.0,4,Everyone,False,False,False,11.0,18.0,2150.0,363.0
Education,5.0,9.0,36.0,True,0.0,4,Everyone,False,False,False,17.0,1.6,56.0,55.0
